gender;category;event;pool;total_results;ponderated best;best results
F;M50;50SL;25;32; 0'35"68;30"80;34"30;35"20;35"60;36"50;36"80
F;OVER;50SL;25;18; 0'48"98;42"80;45"50;46"30;50"60;50"80;51"70
F;SEN;100SL;25;91; 1'07"52;1'07"00;1'07"30;1'07"30;1'07"60;1'07"60;1'07"80
F;M20;100SL;25;203; 1'03"82;1'01"40;1'02"30;1'02"80;1'04"40;1'04"80;1'04"80
F;M25;100SL;25;135; 1'06"08;1'04"60;1'05"70;1'06"10;1'06"10;1'06"20;1'06"30
F;M30;100SL;25;116; 1'07"02;1'05"50;1'06"70;1'06"90;1'07"10;1'07"10;1'07"30
F;M35;100SL;25;88; 1'08"30;1'05"50;1'07"20;1'07"60;1'08"10;1'09"30;1'09"30
F;M40;100SL;25;71; 1'12"66;1'08"60;1'09"10;1'11"00;1'13"70;1'13"70;1'15"80
F;M45;100SL;25;74; 1'07"95;1'05"90;1'07"10;1'07"40;1'08"00;1'08"10;1'09"15
F;M50;100SL;25;22; 1'18"80;1'05"20;1'07"10;1'18"20;1'19"50;1'23"80;1'25"40
F;OVER;100SL;25;9; 1'48"04;1'36"50;1'40"80;1'45"90;1'51"00;1'51"20;1'51"30
